junction_name,hour,violation_count,lat,lon
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",20.0,36,12.993796683333334,77.55400230555556
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",21.0,283,12.993461441342756,77.55338498056537
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",22.0,133,12.993395348120302,77.5533829518797
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",23.0,34,12.993441582352942,77.55423870294118
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",0.0,1,12.9887243,77.5589516
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",2.0,3,12.9870343,77.558813
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",3.0,3,12.987671433333333,77.5598088
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",4.0,1,12.988906,77.5591361
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",5.0,3,12.987697433333333,77.55972056666667
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",6.0,4,12.988633925,77.55923505
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",20.0,8,12.9884406125,77.5592650625
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",22.0,5,12.98692146,77.56002178
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",23.0,3,12.9875075,77.55959716666668
"BTP016 - 5th Main Road, RPC Layout",0.0,40,12.965288050000002,77.5376065175
"BTP016 - 5th Main Road, RPC Layout",1.0,15,12.964694313333332,77.53602545333334
"BTP016 - 5th Main Road, RPC Layout",2.0,54,12.965522807407408,77.53712211296296
"BTP016 - 5th Main Road, RPC Layout",3.0,60,12.966020005755277,77.53582955990323
"BTP016 - 5th Main Road, RPC Layout",4.0,171,12.965295667251462,77.5378451374269
"BTP016 - 5th Main Road, RPC Layout",5.0,187,12.96525384973262,77.53781489304812
"BTP016 - 5th Main Road, RPC Layout",6.0,189,12.96510502517596,77.53823873127627
"BTP016 - 5th Main Road, RPC Layout",7.0,107,12.964889186915887,77.5388102504673
"BTP016 - 5th Main Road, RPC Layout",8.0,11,12.964927127272727,77.53879236363636
"BTP016 - 5th Main Road, RPC Layout",9.0,3,12.964927266666669,77.53872306666666
"BTP016 - 5th Main Road, RPC Layout",19.0,14,12.965341085714286,77.53745570714285
"BTP016 - 5th Main Road, RPC Layout",20.0,48,12.965059085416668,77.53839731041667
"BTP016 - 5th Main Road, RPC Layout",21.0,204,12.965218062540764,77.53785468499414
"BTP016 - 5th Main Road, RPC Layout",22.0,128,12.965214984375,77.53787758359375
"BTP016 - 5th Main Road, RPC Layout",23.0,85,12.965386585882353,77.53748173058823
BTP017 - Attiguppe Circle,1.0,6,12.9618793,77.53389896666665
BTP017 - Attiguppe Circle,2.0,19,12.960782584210527,77.52931707894737
BTP017 - Attiguppe Circle,3.0,3,12.960692166666666,77.5290493
BTP017 - Attiguppe Circle,4.0,17,12.960518929411766,77.53103227647058
BTP017 - Attiguppe Circle,5.0,38,12.960711039473685,77.52946077631579
BTP017 - Attiguppe Circle,6.0,113,12.960600414159293,77.52929580353982
BTP017 - Attiguppe Circle,7.0,17,12.960636088235294,77.52940992352941
BTP017 - Attiguppe Circle,9.0,1,12.9604326,77.5296223
BTP017 - Attiguppe Circle,20.0,6,12.959370833333333,77.53290523333334
BTP017 - Attiguppe Circle,21.0,3,12.959241599999999,77.53196773333333
BTP017 - Attiguppe Circle,22.0,31,12.960675474193547,77.5290112032258
BTP017 - Attiguppe Circle,23.0,38,12.960652892105264,77.52899395526316
BTP018 - Dhobi Ghat Junction,0.0,20,12.98734049,77.550499365
BTP018 - Dhobi Ghat Junction,1.0,2,12.98731965,77.550044
BTP018 - Dhobi Ghat Junction,2.0,3,12.987242933333334,77.55005296666667
BTP018 - Dhobi Ghat Junction,3.0,15,12.988085246666666,77.55022226666667
BTP018 - Dhobi Ghat Junction,4.0,19,12.987982926315789,77.55002965263158
BTP018 - Dhobi Ghat Junction,5.0,36,12.987790619444445,77.55002221111111
BTP018 - Dhobi Ghat Junction,6.0,34,12.987722923529411,77.55006820294118
BTP018 - Dhobi Ghat Junction,7.0,2,12.9872546,77.550882
BTP018 - Dhobi Ghat Junction,8.0,8,12.987412212499999,77.5498847875
BTP018 - Dhobi Ghat Junction,19.0,2,12.986652750000001,77.5500856
BTP018 - Dhobi Ghat Junction,20.0,2,12.9880143,77.5493178
BTP018 - Dhobi Ghat Junction,21.0,13,12.987176107692308,77.55026758461538
BTP018 - Dhobi Ghat Junction,22.0,13,12.987569615384615,77.55023570769231
BTP018 - Dhobi Ghat Junction,23.0,16,12.98749976875,77.55025054375
BTP020 - Hosahalli Metro Station,0.0,289,12.974306796193773,77.54554175294118
BTP020 - Hosahalli Metro Station,1.0,185,12.974352166486486,77.54524552648648
BTP020 - Hosahalli Metro Station,2.0,137,12.974293264233577,77.54520487372262
BTP020 - Hosahalli Metro Station,3.0,340,12.974127282647059,77.54533710970588
BTP020 - Hosahalli Metro Station,4.0,139,12.974356325899281,77.54534373741006
BTP020 - Hosahalli Metro Station,5.0,182,12.974145566483518,77.54516999505495
BTP020 - Hosahalli Metro Station,6.0,50,12.974081924,77.54475642
BTP020 - Hosahalli Metro Station,7.0,22,12.974127272727271,77.54493515
BTP020 - Hosahalli Metro Station,8.0,9,12.974456277777778,77.545729
BTP020 - Hosahalli Metro Station,9.0,4,12.974340175,77.54549324999999
BTP020 - Hosahalli Metro Station,10.0,6,12.971046533333334,77.54648833333333
BTP020 - Hosahalli Metro Station,11.0,4,12.974349625,77.5456548
BTP020 - Hosahalli Metro Station,19.0,25,12.974294576,77.545306268
BTP020 - Hosahalli Metro Station,20.0,45,12.973622502222222,77.54495204888889
BTP020 - Hosahalli Metro Station,21.0,139,12.974285943165468,77.54514081798561
BTP020 - Hosahalli Metro Station,22.0,298,12.97406068624161,77.5453852852349
BTP020 - Hosahalli Metro Station,23.0,323,12.974165934674923,77.54558451795666
"BTP022 - Marenahalli Junction, Vijayanagar",0.0,62,12.968679220967742,77.53689530645161
"BTP022 - Marenahalli Junction, Vijayanagar",1.0,42,12.969245564285714,77.53695605952382
"BTP022 - Marenahalli Junction, Vijayanagar",2.0,56,12.968691836541039,77.53684498726508
"BTP022 - Marenahalli Junction, Vijayanagar",3.0,58,12.96838807882905,77.53693425338889
"BTP022 - Marenahalli Junction, Vijayanagar",4.0,83,12.969295780722893,77.53700108433735
"BTP022 - Marenahalli Junction, Vijayanagar",5.0,127,12.968709844094489,77.53664757874016
"BTP022 - Marenahalli Junction, Vijayanagar",6.0,67,12.968245235820895,77.53627399402986
"BTP022 - Marenahalli Junction, Vijayanagar",7.0,32,12.96768715,77.536065728125
"BTP022 - Marenahalli Junction, Vijayanagar",8.0,2,12.96758255,77.53600515
"BTP022 - Marenahalli Junction, Vijayanagar",19.0,13,12.971079092307692,77.5365618
"BTP022 - Marenahalli Junction, Vijayanagar",20.0,15,12.970319746666666,77.5370784
"BTP022 - Marenahalli Junction, Vijayanagar",21.0,28,12.968963417857143,77.53686860357142
"BTP022 - Marenahalli Junction, Vijayanagar",22.0,49,12.968849765306123,77.53692888571429
"BTP022 - Marenahalli Junction, Vijayanagar",23.0,71,12.968855033802818,77.53671147887323
BTP023 - Mahalaxmi Layout Entrance,0.0,92,13.009988854347826,77.54991216304349
BTP023 - Mahalaxmi Layout Entrance,1.0,65,13.009650675384616,77.54981653384615
BTP023 - Mahalaxmi Layout Entrance,2.0,130,13.00997105,77.54976046615384
BTP023 - Mahalaxmi Layout Entrance,3.0,65,13.008982818461538,77.54947257384615
BTP023 - Mahalaxmi Layout Entrance,4.0,188,13.00868852819149,77.54893445797872
BTP023 - Mahalaxmi Layout Entrance,5.0,322,13.00853791273292,77.54879081149069
BTP023 - Mahalaxmi Layout Entrance,6.0,78,13.009267498490654,77.54931941041033
BTP023 - Mahalaxmi Layout Entrance,7.0,29,13.009108751724137,77.54846438275862
BTP023 - Mahalaxmi Layout Entrance,8.0,11,13.009481463636364,77.54902413636364
BTP023 - Mahalaxmi Layout Entrance,9.0,6,13.009537766666668,77.54944911666666
BTP023 - Mahalaxmi Layout Entrance,11.0,2,13.0107405,77.5503413
BTP023 - Mahalaxmi Layout Entrance,19.0,9,13.008799666666668,77.54912096666666
BTP023 - Mahalaxmi Layout Entrance,20.0,26,13.00840958076923,77.54910313076924
BTP023 - Mahalaxmi Layout Entrance,21.0,71,13.007801146478874,77.5487661
BTP023 - Mahalaxmi Layout Entrance,22.0,89,13.008299925842698,77.54904230561797
BTP023 - Mahalaxmi Layout Entrance,23.0,42,13.009306859523809,77.54937371428571
"BTP024 - NPS, Vijayanagar",0.0,9,12.9820114,77.54902787777777
"BTP024 - NPS, Vijayanagar",1.0,59,12.983396256730245,77.54889024470064
"BTP024 - NPS, Vijayanagar",2.0,8,12.9833349625,77.54902405
"BTP024 - NPS, Vijayanagar",3.0,34,12.98286603529412,77.54907166470588
"BTP024 - NPS, Vijayanagar",4.0,28,12.982541571428571,77.54887725
"BTP024 - NPS, Vijayanagar",5.0,26,12.983117992307692,77.54891311923076
"BTP024 - NPS, Vijayanagar",6.0,24,12.9827226875,77.54891619166666
"BTP024 - NPS, Vijayanagar",7.0,10,12.98283988,77.54903684
"BTP024 - NPS, Vijayanagar",8.0,16,12.981276525,77.5488116375
"BTP024 - NPS, Vijayanagar",9.0,4,12.980581625,77.54861555000001
"BTP024 - NPS, Vijayanagar",19.0,1,12.9844336,77.5489411
"BTP024 - NPS, Vijayanagar",20.0,12,12.981890258333332,77.54891283333333
"BTP024 - NPS, Vijayanagar",21.0,51,12.982609192156861,77.5490847764706
"BTP024 - NPS, Vijayanagar",22.0,53,12.983228432075471,77.54895477735849
"BTP024 - NPS, Vijayanagar",23.0,26,12.98319213846154,77.54813149230769
"BTP025 - Puttamma Choultry, Nagarbhavi",0.0,1,12.9760683,77.5372894
"BTP025 - Puttamma Choultry, Nagarbhavi",1.0,1,12.98016,77.538175
"BTP025 - Puttamma Choultry, Nagarbhavi",6.0,1,12.9755009,77.5414237
"BTP025 - Puttamma Choultry, Nagarbhavi",21.0,3,12.976893733333334,77.53661056666665
"BTP025 - Puttamma Choultry, Nagarbhavi",23.0,1,12.9798654,77.5388335
"BTP026 - 1st Block Junction, Rajajinagar",0.0,89,13.002516173033708,77.55020030449438
"BTP026 - 1st Block Junction, Rajajinagar",1.0,41,13.0022031,77.55020466097561
"BTP026 - 1st Block Junction, Rajajinagar",2.0,167,13.00259821197605,77.55016215688623
"BTP026 - 1st Block Junction, Rajajinagar",3.0,97,13.001990720618558,77.5501515
"BTP026 - 1st Block Junction, Rajajinagar",4.0,45,13.002286608888888,77.5500194911111
"BTP026 - 1st Block Junction, Rajajinagar",5.0,45,13.001947035555556,77.54991894222222
"BTP026 - 1st Block Junction, Rajajinagar",6.0,12,13.001707600000001,77.54979980833333
"BTP026 - 1st Block Junction, Rajajinagar",7.0,1,13.0039676,77.5500728
"BTP026 - 1st Block Junction, Rajajinagar",8.0,3,13.0036209,77.5494118
"BTP026 - 1st Block Junction, Rajajinagar",9.0,4,13.003659175,77.549586625
"BTP026 - 1st Block Junction, Rajajinagar",19.0,1,13.00561,77.5491683
"BTP026 - 1st Block Junction, Rajajinagar",20.0,4,13.002709225,77.549632
"BTP026 - 1st Block Junction, Rajajinagar",21.0,13,13.002657892307694,77.54986956923076
"BTP026 - 1st Block Junction, Rajajinagar",22.0,11,13.00349758181818,77.54995975454545
"BTP026 - 1st Block Junction, Rajajinagar",23.0,29,13.002352110344829,77.54990245517241
BTP027 - Modi Bridge Junction,0.0,161,12.998436966459629,77.54922835279503
BTP027 - Modi Bridge Junction,1.0,349,12.999111073790553,77.54927011715783
BTP027 - Modi Bridge Junction,2.0,281,12.99898499822064,77.54957149679716
BTP027 - Modi Bridge Junction,3.0,226,12.998787720089531,77.5495773595578
BTP027 - Modi Bridge Junction,4.0,245,12.998983302063236,77.54947834530643
BTP027 - Modi Bridge Junction,5.0,283,12.998789971468744,77.54942154773373
BTP027 - Modi Bridge Junction,6.0,210,12.998657554043328,77.54956624756824
BTP027 - Modi Bridge Junction,7.0,40,12.998213198108445,77.54961138166166
BTP027 - Modi Bridge Junction,8.0,31,12.999320732258065,77.54961051612904
BTP027 - Modi Bridge Junction,9.0,28,12.997621164285714,77.55008886071428
BTP027 - Modi Bridge Junction,15.0,2,12.9975799,77.5490989
BTP027 - Modi Bridge Junction,19.0,27,12.998829955555557,77.54948214814814
BTP027 - Modi Bridge Junction,20.0,61,12.99835560327869,77.54955686721311
BTP027 - Modi Bridge Junction,21.0,159,12.999283381761007,77.54928945345912
BTP027 - Modi Bridge Junction,22.0,226,12.998870044690266,77.54915559867257
BTP027 - Modi Bridge Junction,23.0,208,12.998737251923076,77.54933494807692
BTP028 - Vijayanagar Bus Stand Junction,0.0,15,12.973138940000002,77.53901588000001
BTP028 - Vijayanagar Bus Stand Junction,1.0,8,12.972260875,77.53790775
BTP028 - Vijayanagar Bus Stand Junction,2.0,13,12.972729803216058,77.53781766562817
BTP028 - Vijayanagar Bus Stand Junction,3.0,33,12.972562996969696,77.53795340909092
BTP028 - Vijayanagar Bus Stand Junction,4.0,60,12.97255607,77.53823482166668
BTP028 - Vijayanagar Bus Stand Junction,5.0,65,12.972566657053166,77.53811430556746
BTP028 - Vijayanagar Bus Stand Junction,6.0,33,12.972464321212122,77.5385430878788
BTP028 - Vijayanagar Bus Stand Junction,7.0,8,12.97220830238558,77.53782569678341
BTP028 - Vijayanagar Bus Stand Junction,8.0,3,12.973306333333333,77.53755563333334
BTP028 - Vijayanagar Bus Stand Junction,19.0,16,12.973030634614185,77.53899912888056
BTP028 - Vijayanagar Bus Stand Junction,20.0,45,12.972351467456543,77.53775442666667
BTP028 - Vijayanagar Bus Stand Junction,21.0,12,12.972226008333331,77.53762992499999
BTP028 - Vijayanagar Bus Stand Junction,22.0,35,12.972549051428572,77.53792382857144
BTP028 - Vijayanagar Bus Stand Junction,23.0,31,12.972715551612904,77.53791966129032
BTP030 - Mekhri Circle,0.0,1,13.011315,77.5835549
BTP030 - Mekhri Circle,1.0,1,13.0144002,77.583655
BTP030 - Mekhri Circle,2.0,7,13.011575142857142,77.58302521428573
BTP030 - Mekhri Circle,3.0,5,13.01421606,77.58420402
BTP030 - Mekhri Circle,4.0,3,13.012241033333334,77.58350426666667
BTP030 - Mekhri Circle,5.0,1,13.0112557,77.5836695
BTP030 - Mekhri Circle,6.0,11,13.010975063636364,77.58362623636364
BTP030 - Mekhri Circle,7.0,2,13.01288255,77.5835494
BTP030 - Mekhri Circle,8.0,5,13.01090254,77.58368242
BTP030 - Mekhri Circle,19.0,3,13.011038399999999,77.58362003333333
BTP030 - Mekhri Circle,20.0,5,13.011067800000001,77.58357628
BTP030 - Mekhri Circle,21.0,4,13.01101935,77.583549625
BTP030 - Mekhri Circle,22.0,1,13.0128553,77.5837556
BTP030 - Mekhri Circle,23.0,8,13.011427375,77.583701725
BTP032 - Windsor Circle,0.0,76,12.992686280263158,77.58870357763158
BTP032 - Windsor Circle,1.0,38,12.99381782894737,77.5876879131579
BTP032 - Windsor Circle,2.0,125,12.9933436376,77.58763416400001
BTP032 - Windsor Circle,3.0,96,12.993162354166666,77.58747054270833
BTP032 - Windsor Circle,4.0,94,12.99464935278632,77.58598635349313
BTP032 - Windsor Circle,5.0,43,12.99473748139535,77.58581694418604
BTP032 - Windsor Circle,6.0,11,12.995374599999998,77.58576698181818
BTP032 - Windsor Circle,7.0,11,12.9923359,77.58808349090909
BTP032 - Windsor Circle,8.0,2,12.9962933,77.5845967
BTP032 - Windsor Circle,19.0,6,12.993623133333335,77.58760268333333
BTP032 - Windsor Circle,20.0,59,12.992796833898304,77.58892923050847
BTP032 - Windsor Circle,21.0,177,12.992896164971752,77.5888930677966
BTP032 - Windsor Circle,22.0,147,12.992779993877551,77.58885592993197
BTP032 - Windsor Circle,23.0,134,12.99288045,77.58879060746268
"BTP033 - Sophia High School, Sankey Road",0.0,11,12.990394236363636,77.58861274545455
"BTP033 - Sophia High School, Sankey Road",2.0,15,12.990767400000001,77.58856639333334
"BTP033 - Sophia High School, Sankey Road",3.0,11,12.990995663636363,77.58900279090909
"BTP033 - Sophia High School, Sankey Road",4.0,15,12.990840253333333,77.58858638666668
"BTP033 - Sophia High School, Sankey Road",6.0,4,12.988546625,77.588814225
"BTP033 - Sophia High School, Sankey Road",9.0,1,12.9889007,77.5888206
"BTP033 - Sophia High School, Sankey Road",19.0,1,12.9910962,77.5886219
"BTP033 - Sophia High School, Sankey Road",20.0,2,12.9912223,77.5887277
"BTP033 - Sophia High School, Sankey Road",21.0,7,12.990909771428573,77.58853912857144
"BTP033 - Sophia High School, Sankey Road",22.0,11,12.990734736363637,77.58926301818181
"BTP033 - Sophia High School, Sankey Road",23.0,10,12.99033382,77.58865823
BTP034 - LRDE Junction,0.0,36,12.98837001111111,77.59180199722222
BTP034 - LRDE Junction,1.0,6,12.987734699999999,77.59110243333333
BTP034 - LRDE Junction,2.0,25,12.988241668,77.591585788
BTP034 - LRDE Junction,3.0,10,12.98841244,77.59212479
BTP034 - LRDE Junction,4.0,14,12.988532428571428,77.59206227857143
BTP034 - LRDE Junction,5.0,5,12.988206120000001,77.59155002
BTP034 - LRDE Junction,6.0,3,12.987959333333334,77.59253360000001
BTP034 - LRDE Junction,8.0,1,12.9880804,77.5914381
BTP034 - LRDE Junction,20.0,3,12.9877749,77.5913145
BTP034 - LRDE Junction,22.0,14,12.988178607142856,77.59159198571429
BTP034 - LRDE Junction,23.0,4,12.9877849,77.591274775
BTP035 - Basaweshwara Circle (LH) Junction,0.0,2,12.984671850000002,77.58893745
BTP035 - Basaweshwara Circle (LH) Junction,1.0,1,12.985564,77.5881873
BTP035 - Basaweshwara Circle (LH) Junction,3.0,1,12.9850542,77.5883601
BTP035 - Basaweshwara Circle (LH) Junction,4.0,2,12.984930850000001,77.58828295
BTP035 - Basaweshwara Circle (LH) Junction,5.0,1,12.9848407,77.588186
BTP035 - Basaweshwara Circle (LH) Junction,8.0,1,12.9850452,77.58821
BTP035 - Basaweshwara Circle (LH) Junction,23.0,4,12.983486225,77.587937675
BTP036 - Police Thimmaiah Circle (GPO),0.0,7,12.980650514285713,77.59434084285714
BTP036 - Police Thimmaiah Circle (GPO),1.0,5,12.98091048,77.59451678
BTP036 - Police Thimmaiah Circle (GPO),2.0,11,12.980784881818181,77.59423245454546
BTP036 - Police Thimmaiah Circle (GPO),3.0,3,12.982099166666666,77.59523656666666
BTP036 - Police Thimmaiah Circle (GPO),4.0,1,12.9818558,77.5947155
BTP036 - Police Thimmaiah Circle (GPO),5.0,2,12.980452549999999,77.5947769
BTP036 - Police Thimmaiah Circle (GPO),6.0,2,12.982416350000001,77.59402589999999
BTP036 - Police Thimmaiah Circle (GPO),7.0,1,12.9819326,77.595744
BTP036 - Police Thimmaiah Circle (GPO),8.0,4,12.982209425,77.59401985
BTP036 - Police Thimmaiah Circle (GPO),21.0,3,12.981291866666666,77.59439466666667
BTP036 - Police Thimmaiah Circle (GPO),22.0,3,12.980957166666668,77.5941442
BTP036 - Police Thimmaiah Circle (GPO),23.0,9,12.980911755555557,77.59414041111111
BTP037 - KR Circle,0.0,12,12.9764788,77.58639186666666
BTP037 - KR Circle,1.0,14,12.976880921428572,77.58735391428571
BTP037 - KR Circle,2.0,15,12.976667266666668,77.58802908
BTP037 - KR Circle,3.0,18,12.976364583333334,77.58674815555555
BTP037 - KR Circle,4.0,3,12.976975733333333,77.58676236666666
BTP037 - KR Circle,5.0,4,12.976920674999999,77.587264425
BTP037 - KR Circle,6.0,6,12.976570583333334,77.58596376666667
BTP037 - KR Circle,7.0,2,12.97849115,77.5834837
BTP037 - KR Circle,8.0,1,12.9762129,77.5875527
BTP037 - KR Circle,18.0,1,12.97675,77.5889927
BTP037 - KR Circle,21.0,6,12.976877100000001,77.5880254
BTP037 - KR Circle,22.0,14,12.97662305,77.58683700714286
BTP037 - KR Circle,23.0,13,12.976740253846154,77.5865637076923
BTP038 - Mysore Bank Junction,0.0,60,12.972880751666667,77.58120054333334
BTP038 - Mysore Bank Junction,1.0,92,12.972781365217392,77.5810274402174
BTP038 - Mysore Bank Junction,2.0,107,12.974087988785046,77.58168084766355
BTP038 - Mysore Bank Junction,3.0,128,12.97287777734375,77.58125136953124
BTP038 - Mysore Bank Junction,4.0,151,12.97346950794702,77.58105198874172
BTP038 - Mysore Bank Junction,5.0,94,12.97274826382979,77.58150730212766
BTP038 - Mysore Bank Junction,6.0,83,12.972717826506024,77.58090446987951
BTP038 - Mysore Bank Junction,7.0,4,12.974263475,77.5815483
BTP038 - Mysore Bank Junction,8.0,5,12.9732167,77.5808712
BTP038 - Mysore Bank Junction,9.0,15,12.972578913333333,77.58092112666667
BTP038 - Mysore Bank Junction,19.0,5,12.97542058,77.58125948
BTP038 - Mysore Bank Junction,20.0,5,12.97589998,77.58198594000001
BTP038 - Mysore Bank Junction,21.0,17,12.9741164,77.58100388235295
BTP038 - Mysore Bank Junction,22.0,65,12.97410728,77.58135154153847
BTP038 - Mysore Bank Junction,23.0,59,12.973607944067796,77.58146130169492
BTP040 - Elite Junction,0.0,424,12.976677231367924,77.57652641462265
BTP040 - Elite Junction,1.0,377,12.976592167639257,77.57664931114059
BTP040 - Elite Junction,2.0,510,12.976523008431371,77.57661885196077
